NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
F6517201K,Ramon,Myes,My@live.gov,1983-07-14,33967,Female,Other,,Divorced,401.9
F8191104P,Alessandra,Hohstadt,HohstadtAles@live.gov,1988-12-11,32789,Male,White,,Never-married,401.9
G4634355R,McKenzie,Sinha,SinhMcKenzi@live.co.uk,1957-04-07,33545,Male,White,Nonreligious,Married-civ-spouse,427.31
S5608413D,Miracle,Angon,AngMiracle@outlook.com,1976-11-25,33025,Female,White,,Never-married,244.9
T9751398H,Mike,Heery,HeM@gmail.co.uk,1975-12-17,33953,Male,White,Roman Catholic,Married-civ-spouse,244.9
S0702905E,Houston,Nowzari,@outlook.co.uk,1978-01-12,33004,Male,White,,Married-civ-spouse,401.1
G8236977P,Hassan,Doderer,DodeH@outlook.gov,1993-09-17,34470,Male,White,Nonreligious,Never-married,250.00
G4980222Q,Carly,Vonkrosigk,VonkrCarl@outlook.gov,1976-11-04,32901,Male,White,Unknown,Married-civ-spouse,244.9
F9794203W,Estevan,Wardwell,W@outlook.gov,1975-02-14,34209,Female,White,Unknown,Married-civ-spouse,272.4
T0489740D,Mayra,Hurlebaus,HurlMayr@hotmail.gov,1992-06-11,32348,Male,White,,Married-civ-spouse,244.9
G7713180U,Trae,Brezina,BrezT@gmail.co.uk,1996-07-13,33186,Male,White,Unknown,Never-married,V70.0
F2482493N,Christine,Jenks,JeChristine@live.gov,1978-05-27,32407,Male,White,Roman Catholic,Divorced,250.00
F6851765Q,Kevon,Besler,Besle@gmail.com,1960-08-01,34473,Male,White,Unknown,Married-civ-spouse,272.4
S9515494H,Jasmine,Olazabal,OlazJasmine@gmail.com,1958-11-14,32216,Male,White,Unknown,Married-civ-spouse,272.4
G8328613W,Britany,Mensalvas,MenBr@live.com,1984-01-26,33947,Female,White,,Never-married,401.9
G9878907M,Ingrid,Defelice,Ingri@live.gov,1976-05-20,34786,Male,White,,Married-civ-spouse,272.4
F7811117T,Jackie,Mcphie,McpJ@hotmail.co.uk,1971-02-24,33607,Male,White,Unknown,Married-civ-spouse,401.9
S3374260F,Lexi,Swaisgood,Swaisgoo@live.co.uk,1975-08-28,33411,Female,White,Unknown,Married-civ-spouse,311
T9118510E,Heather,Valk,Va@gmail.com,1974-01-14,32963,Female,Black,Unknown,Married-civ-spouse,401.9
S7999856G,Zackary,Nistler,Nistler@hotmail.com,1957-01-05,32208,Female,Black,,Widowed,V58.69
T8090614E,Frank,Brookover,Fra@outlook.gov,1997-10-17,34201,Male,White,Unknown,Never-married,250.00
G6010320T,Gabriel,Sayegh,Gabri@live.com,1958-12-06,32960,Male,White,Unknown,Never-married,311
F8313710W,Betty,Prewitt,PrewitBet@outlook.com,1974-05-24,32162,Male,Asian,,Married-civ-spouse,401.9
F7656822R,Candace,Hern,Candace@live.com,1996-05-29,33919,Female,White,Unknown,Never-married,V70.0
F7829683Q,Vivian,Annichiarico,AnniVi@hotmail.com,1984-01-23,33971,Female,White,Unknown,Separated,401.9
T8133961I,Codie,Swanberg,SwanberCo@hotmail.co.uk,1971-03-10,33332,Female,White,,Widowed,401.9
S1000986C,Jessika,Blesh,BlesJes@hotmail.gov,1966-10-10,33647,Male,White,Unknown,Divorced,V70.0
G0807098U,Brianna,Kasting,KastingBr@outlook.com,1980-03-27,32976,Female,White,Unknown,Divorced,250.00
F7171792P,Carlos,Varghese,VarghesCarl@outlook.co.uk,1971-05-21,34604,Male,White,Baptist,Married-civ-spouse,401.9
G5466806Q,Gerardo,Mannello,MannelGerar@hotmail.com,1999-05-09,34986,Male,White,,Never-married,401.9
S3841582D,Alexia,Bendick,BendickAlexi@outlook.com,1957-05-12,32765,Male,White,,Married-civ-spouse,V70.0
F1003436K,Arturo,Withenshaw,WithenA@outlook.gov,1990-07-05,33186,Male,White,Unknown,Married-civ-spouse,250.00
G3127649R,Graciela,Hurless,HurlesGraci@hotmail.com,1979-05-23,33542,Male,Asian,,Married-civ-spouse,401.1
S8607641A,Jody,Mackert,Jody@live.com,1997-12-19,32444,Male,White,,Never-married,244.9
G2497260R,Lauryn,Malton,La@live.gov,1952-05-24,33625,Male,White,Christian,Married-civ-spouse,401.1
F0233347M,Krista,Cuchares,CucharKrista@gmail.co.uk,1983-02-23,34741,Female,White,Unknown,Never-married,427.31
G8543989T,Chester,Byham,ByhamCh@live.co.uk,1983-07-10,32962,Female,White,Unknown,Married-civ-spouse,V58.69
G2842411Q,Jake,Brincks,BrinJ@outlook.com,1955-11-08,32693,Male,White,Unknown,Married-civ-spouse,401.1
G9969591U,Lena,Callendar,CallLen@gmail.com,1999-02-27,32901,Male,White,Unknown,Never-married,401.9
S6670845D,Jacklyn,Mittelstadt,MittelsJackly@hotmail.gov,1966-11-21,33034,Male,White,,Married-civ-spouse,244.9
F7592182U,Kirk,Foppiano,FoppKi@hotmail.co.uk,1989-03-21,33138,Male,White,Unknown,Never-married,V70.0
G1414882P,Juanita,Hoffschneider,Hoffsch@outlook.co.uk,1986-07-19,33176,Female,White,Roman Catholic,Divorced,401.9
T1299294G,Brandy,Bovia,BBrandy@live.com,1973-09-30,33131,Male,Black,Unknown,Married-civ-spouse,401.9
T9170043C,Cassie,Tranel,TraCa@hotmail.co.uk,1972-06-07,32216,Male,White,Methodist,Married-civ-spouse,311
S5652966G,Juanita,Brinar,BriJuani@outlook.gov,1981-10-06,34231,Female,White,Roman Catholic,Never-married,V70.0
F4378425X,Aspen,Cobbins,CobbiAs@live.gov,1991-11-21,34266,Female,White,,Never-married,401.9
F9969266U,Emma,Kozloff,KozEmm@live.co.uk,1992-10-14,33161,Female,White,,Married-civ-spouse,401.9
S0977583H,Elisabeth,Haith,HaEli@live.gov,1994-05-13,32789,Female,White,Unknown,Never-married,250.00
T6514312G,Jennie,Graziosi,GJenni@live.com,1974-03-03,33860,Male,White,Christian,Married-civ-spouse,311
F5550636K,Dalia,Calcagino,CalDalia@hotmail.com,1982-04-14,34232,Female,Black,Unknown,Divorced,401.9
T0110513B,Benjamin,Fortis,FortBenjami@gmail.com,1956-02-06,32832,Female,White,Unknown,Divorced,244.9
G8126566Q,Mitchel,Sipp,SipMi@hotmail.gov,1995-01-24,32963,Male,White,Nonreligious,Never-married,401.9
S2878726Z,Shawn,Papadopoulos,PapadopouloS@outlook.co.uk,1959-03-24,32210,Male,White,Nonreligious,Married-civ-spouse,401.9
G6547487P,Myles,Hargroder,Myles@gmail.com,1975-07-24,33040,Male,White,Roman Catholic,Married-civ-spouse,244.9
G3509680U,Elyssa,Tycer,TyElys@outlook.gov,1966-02-24,34442,Male,White,Unknown,Divorced,V70.0
S5878107Z,Mark,Chipley,ChiplMar@gmail.co.uk,1991-08-11,33470,Female,White,Unknown,Never-married,401.9
G9903640X,Marisa,Sulikowski,@hotmail.gov,1966-04-07,32507,Male,White,,Married-civ-spouse,401.9
T6952937B,Silvia,Wittlin,WittliSilvia@live.co.uk,1980-11-22,32566,Male,White,,Married-civ-spouse,401.9
F7157939P,Katlin,Lamarsh,K@outlook.gov,1985-07-23,32433,Female,White,Unknown,Divorced,311
T4293614F,Darius,Koko,KokDa@outlook.co.uk,1987-11-12,33175,Male,White,,Never-married,250.00
F1952062P,Kendrick,Reppucci,RKendrick@outlook.co.uk,1995-04-28,33410,Male,White,Nonreligious,Never-married,272.4
F3149277R,Melvin,Kubeck,KubM@outlook.gov,1989-07-13,33444,Female,Black,Christian,Never-married,272.4
S8443598H,Suzanne,Allgeyer,AllgS@live.com,1951-04-05,34758,Male,White,,Married-civ-spouse,272.4
F8999552M,Damaris,Delacy,D@hotmail.co.uk,1979-06-19,32640,Female,White,,Divorced,401.1
G6673475R,Annika,Alawdi,AlawAnn@gmail.com,1977-09-13,32137,Female,Asian,Roman Catholic,Married-civ-spouse,311
F5499851K,Helena,Keppler,KH@live.com,1992-10-17,33709,Male,White,,Never-married,250.00
S6381134C,Isidro,Sidles,I@live.com,1978-09-01,33953,Male,White,Unknown,Divorced,401.1
F3496639R,Diamond,Willams,WDia@outlook.com,1968-09-10,34473,Male,White,Roman Catholic,Married-civ-spouse,272.4
F3628192T,Gary,Remis,R@gmail.co.uk,1995-06-17,33415,Female,Asian,Unknown,Never-married,401.9
S1988010I,Alberto,Tinsley,TinAlbert@gmail.com,1985-03-20,32940,Male,White,Unknown,Married-civ-spouse,401.1
S5547805H,Nicklaus,Buerk,BNick@hotmail.gov,1961-01-31,34231,Male,White,Unknown,Married-civ-spouse,401.9
T9883239D,Teresa,Turcios,TurcTer@hotmail.co.uk,1992-02-06,33976,Female,Asian,,Married-civ-spouse,401.9
F8600814U,Rene,Contratto,Rene@hotmail.gov,1973-07-03,32967,Female,White,Unknown,Divorced,V70.0
S2073897I,Trey,Vieths,ViTr@live.gov,1990-08-15,32725,Male,White,,Never-married,401.9
S0108856D,Trever,Warrilow,WarrTrever@live.com,1970-06-16,33063,Female,White,Unknown,Never-married,401.1
S1242354C,Davonte,Ninnemann,NinnemaDa@live.gov,1981-05-03,33604,Male,White,Unknown,Married-civ-spouse,311
S8988181A,Brooks,Lutterman,@hotmail.com,1975-11-25,34601,Male,White,,Married-civ-spouse,250.00
S0557796I,Everett,Oveson,OE@outlook.gov,1990-01-13,33467,Male,White,Unknown,Never-married,401.1
G5375323W,Rocio,Ajasin,@live.co.uk,1982-02-24,34215,Male,Asian,Baptist,Married-civ-spouse,311
F9345880W,Perry,Mozgala,MozgPerr@outlook.gov,1997-08-19,34240,Female,Black,Unknown,Never-married,250.00
T3727895E,Gustavo,Janczak,JanczakGusta@hotmail.com,1980-06-06,33570,Female,Black,Unknown,Divorced,272.4
G9899616T,Helena,Rodd,Hele@outlook.gov,1994-01-16,32136,Male,White,Unknown,Never-married,V70.0
S9212873C,Logan,Gunning,GunLog@outlook.co.uk,1992-11-26,32619,Male,White,United Church of Christ,Never-married,272.4
G8159110P,Damaris,Nylund,NyDama@live.co.uk,1939-06-16,32615,Male,White,,Married-civ-spouse,272.4
S7206393G,Mya,Werkheiser,Werk@outlook.com,1994-02-08,32701,Female,White,Unknown,Married-civ-spouse,272.4
G9387635X,Maximillia,Creekmore,CreekmorMax@gmail.com,1987-01-06,34743,Female,White,Unknown,Never-married,401.9
S8458369C,Jerry,Monegro,MJerr@live.co.uk,1954-12-21,32217,Female,White,Unknown,Widowed,272.4
S8158202E,Nikki,Kryston,Kr@hotmail.com,1977-11-27,34119,Male,White,,Married-civ-spouse,V70.0
T0170197E,Elissa,Braye,BrayEl@live.gov,1973-11-30,32117,Male,White,Methodist,Married-civ-spouse,250.00
G5683019R,Eliseo,Timmons,TimEliseo@outlook.co.uk,1981-12-21,33540,Male,White,Unknown,Divorced,272.4
G2344583L,Vincent,Pedelty,PeVinc@gmail.com,1987-10-29,32159,Female,White,Unknown,Never-married,401.9
T2830759D,Reyna,Knappenberger,KnappenbRey@gmail.com,1940-10-10,32626,Male,White,,Married-civ-spouse,V70.0
F5204086T,Maximilian,Wheeldon,WheeldMaximili@hotmail.co.uk,1953-06-25,32570,Male,White,Christian,Married-civ-spouse,272.4
F1115116R,Lexus,Vanorsdale,VanorsdaleL@hotmail.com,1993-08-23,32828,Female,Black,,Never-married,401.1
T5763543F,Asha,Pimentel,Asha@outlook.co.uk,1973-09-23,32068,Female,White,Unknown,Married-civ-spouse,V58.69
S6489509E,Hudson,Kerss,KHud@live.gov,1958-11-06,34482,Male,White,Unknown,Married-civ-spouse,250.00
S1238911F,Samuel,Edgerton,EdgertoSamuel@gmail.com,1950-08-26,33610,Male,White,Unknown,Never-married,272.4
T9054694E,Travon,Morarity,MoraritTr@hotmail.co.uk,1975-09-02,32827,Male,Black,,Never-married,V70.0
S2391343G,Mikayla,Scheffert,SMika@live.co.uk,1990-12-11,32828,Male,White,Unknown,Never-married,V70.0
S7888677C,Alison,Wais,WaisAlison@outlook.gov,1969-08-21,32348,Male,White,,Never-married,427.31
F6599524R,Guy,Korsen,G@outlook.com,1961-10-30,33177,Male,White,Unknown,Married-civ-spouse,244.9
G0035766U,Helena,Zezima,He@live.gov,1963-01-20,33415,Male,White,Unknown,Married-civ-spouse,272.4
G4913283L,Vincent,Garrahan,GarrahanVi@hotmail.co.uk,1999-12-03,34984,Male,White,,Never-married,401.1
T7255347J,Jomar,Bills,@hotmail.gov,1986-08-25,33578,Male,White,Unknown,Never-married,250.00
S4514833E,Melissa,Lepo,LMelissa@hotmail.co.uk,1967-01-02,33805,Male,White,Unknown,Never-married,244.9
S8653959D,Fiona,Mazell,MazelFion@hotmail.com,1997-10-06,32940,Male,Black,Unknown,Never-married,401.9
T2491319H,Colt,Whitmarsh,C@live.gov,1971-06-29,32257,Male,Black,Lutheran,Married-civ-spouse,427.31
G8529587W,Corey,Laselle,LaselCo@hotmail.co.uk,1990-08-26,32082,Male,White,,Never-married,401.1
S7089475J,Edgar,Tissot,TissotEdga@live.gov,1978-10-30,33463,Male,White,,Married-civ-spouse,272.4
F5936764K,Bethany,Valrey,ValreyBet@live.gov,1980-12-26,32908,Male,White,Unknown,Married-civ-spouse,250.00
S1784487C,McKenzie,Cedano,CMcKe@live.co.uk,1983-03-29,34759,Male,White,Christian,Never-married,427.31
T9514124B,Pamela,Seils,SeilPamel@outlook.gov,1994-03-17,33972,Female,Black,Baptist,Never-married,V58.69
G0458112K,Noah,Bobb,BN@live.co.uk,1973-10-27,33173,Male,White,Unknown,Never-married,272.4
S0415750H,Zoey,Pilotte,PilotteZo@live.com,1949-11-20,33873,Male,White,Nonreligious,Married-civ-spouse,244.9
T2773739J,Dwight,Edmiston,D@outlook.com,1986-04-25,32818,Female,White,Christian,Divorced,V70.0
F8928715N,Carlie,Kamirez,Kam@outlook.co.uk,1960-07-04,33160,Male,White,,Married-spouse-absent,272.4
T4877843G,Quinn,Bousson,BouQui@gmail.com,1985-10-10,33015,Male,White,Roman Catholic,Never-married,530.81
G0949259M,Jill,Sprague,SpJ@gmail.com,1983-08-30,33414,Male,White,,Married-civ-spouse,V70.0
S5438156E,Corbin,Phanthavongsa,PhaCor@hotmail.co.uk,1990-11-10,32207,Male,White,,Married-civ-spouse,272.4
T5908381C,Darcy,Melrose,Da@hotmail.co.uk,1983-06-23,33311,Male,White,Roman Catholic,Married-civ-spouse,V70.0
F3058036L,Erich,Frasco,FrascoEr@hotmail.co.uk,1970-02-07,32068,Male,White,Nonreligious,Married-civ-spouse,250.00
T6679493H,Constance,Kar,@gmail.com,1957-07-20,33953,Male,White,Unknown,Married-civ-spouse,401.9
S1012966D,Jamaal,Strande,StJ@gmail.co.uk,1978-06-09,33030,Male,White,,Married-civ-spouse,244.9
F9062615U,Melody,Lindboe,LinMelod@hotmail.gov,1951-05-24,34761,Male,Other,,Widowed,401.1
S0490250E,Darius,Segur,SDar@outlook.co.uk,1976-12-05,33415,Male,White,Nonreligious,Married-civ-spouse,311
G7196882X,Adrienne,Dejoie,DeAdr@live.com,1974-01-22,34714,Female,White,Unknown,Married-civ-spouse,V70.0
G9020436W,Tina,Ladwig,LadTi@hotmail.gov,1990-06-14,34667,Male,White,Unknown,Married-civ-spouse,427.31
G9150338R,Morris,Tadeo,TMorris@gmail.com,1980-02-25,32967,Female,White,Nonreligious,Married-civ-spouse,401.9
S5424484C,Rayshawn,Hudon,HudoR@outlook.com,1954-07-17,33843,Male,White,Nonreligious,Married-civ-spouse,244.9
G0848556U,Jerry,Masingale,MasingalJer@gmail.com,1973-07-10,32159,Male,White,Christian,Married-civ-spouse,250.00
S5490998E,Barrett,Rudie,RudBarrett@gmail.com,1973-02-09,33147,Male,White,Roman Catholic,Divorced,401.9
G0256915U,Bradley,Whiteman,WhitemanBradle@gmail.com,1994-12-01,32011,Male,White,Unknown,Married-spouse-absent,244.9
G5420491N,Julie,Kahana,KaJuli@gmail.com,1988-05-27,33614,Male,White,,Married-civ-spouse,401.9
F4120874X,Cristian,Nowick,NowickCris@gmail.com,1960-01-20,33414,Male,White,,Married-civ-spouse,272.4
G2158598W,Jonah,Dechambeau,DechaJona@gmail.com,1994-08-25,33434,Female,White,Unknown,Never-married,427.31
G3813964U,Giselle,Fichtner,FichtneGisell@hotmail.co.uk,1959-01-27,33917,Female,White,Unknown,Divorced,401.9
S4725026I,Kianna,Garraghty,@live.com,1977-06-22,32927,Female,White,Unknown,Divorced,272.4
F2544789K,Derick,Macera,MaDerick@gmail.com,1990-10-27,33417,Female,White,Presbyterian,Never-married,V70.0
T3607182F,Kylie,Klinglesmith,KlinK@live.com,1999-01-01,32258,Male,White,Unknown,Never-married,401.9
F5259485P,Kaci,Linington,LiK@outlook.co.uk,1976-12-27,33162,Male,White,,Married-civ-spouse,401.9
F1671699P,Camron,Pebbles,PebbleC@hotmail.com,1971-03-01,33706,Male,Black,Unknown,Married-civ-spouse,311
F1047725P,Leroy,Wisniowski,WisniowskiLer@gmail.com,1972-08-04,33573,Male,Black,,Never-married,V70.0
S6917478G,Mike,Schaeffler,ScMi@hotmail.gov,1996-07-26,32506,Female,White,Unknown,Never-married,V58.69
G2141567R,Brenna,Easterlin,Easterli@gmail.com,1983-07-17,33196,Female,White,Unknown,Married-civ-spouse,244.9
S1642215J,Marvin,Starek,SMarv@hotmail.gov,1993-10-20,33460,Male,White,Unknown,Never-married,401.9
S0656111Z,Houston,Yarde,YHo@outlook.co.uk,1970-03-27,34990,Male,White,Unknown,Divorced,272.4
F5042816T,Denise,Bialke,BiaDenis@live.com,1978-01-13,32708,Male,White,Other,Married-civ-spouse,401.9
F0985622Q,Kassandra,Ragain,RKassa@hotmail.gov,1962-03-28,32976,Male,White,,Divorced,401.1
F8223701K,Franchesca,Rupnick,RFran@outlook.gov,1970-04-01,33880,Female,White,Unknown,Divorced,427.31
T7847608G,Mikala,Gobern,Mi@outlook.com,1991-01-14,33770,Male,White,Unknown,Married-civ-spouse,401.1
F0530236Q,Irma,Spartin,SpaIrm@outlook.co.uk,1970-03-24,33759,Female,White,Roman Catholic,Divorced,272.4
F3037279N,Joana,Corino,CoriJoan@outlook.com,1980-05-20,34952,Female,White,Unknown,Married-civ-spouse,V58.69
G5971637U,Kirstin,Jacquin,JKirs@outlook.co.uk,1993-01-16,34997,Female,White,,Never-married,427.31
T5083735A,Vance,Rademan,R@outlook.com,1987-02-18,33156,Male,White,,Separated,272.4
F3772160M,Jayden,Alsheimer,AJayde@outlook.com,1972-01-12,33147,Female,White,Unknown,Married-civ-spouse,250.00
T7530346G,Erich,Gainey,GEric@hotmail.gov,1997-01-17,33634,Female,White,Unknown,Never-married,401.9
F0380463K,Elvin,Seabreeze,SeaEl@hotmail.co.uk,1997-02-05,32351,Female,White,Unknown,Never-married,401.9
S7314689E,Dexter,Lakatos,LakDexter@live.co.uk,1981-06-08,33484,Female,White,Nonreligious,Married-civ-spouse,272.4
S4120031F,Haleigh,Bemis,BemisHal@live.co.uk,1989-07-15,33150,Male,White,Unknown,Never-married,272.4
S5306719J,Javier,Hesterman,Hes@gmail.co.uk,1970-11-27,34243,Male,White,Unknown,Separated,250.00
T5614753E,Angelo,Staser,StaAngelo@live.co.uk,1982-06-10,32514,Male,White,Roman Catholic,Married-civ-spouse,250.00
F4095972Q,Brandie,Toulmin,TouBr@hotmail.co.uk,1982-04-18,32308,Female,White,Unknown,Never-married,401.9
F2600110L,Isabelle,Delpino,Delpi@hotmail.gov,1972-06-08,32258,Male,White,,Married-civ-spouse,250.00
T5980796Z,Yasmin,Goodmon,Good@gmail.com,1971-03-19,32308,Female,White,,Divorced,V70.0
S5133361F,Yazmin,Newburn,NYazm@hotmail.co.uk,1996-02-14,33950,Female,White,Nonreligious,Never-married,244.9
T2535754Z,Moshe,Lalande,Lalan@hotmail.co.uk,1991-05-12,32712,Male,White,Unknown,Married-civ-spouse,V58.69
F0130761N,Diego,Larubbio,Larubb@hotmail.gov,1964-03-13,33974,Male,White,Unknown,Married-civ-spouse,427.31
S7360133I,Dorothy,Bizzaro,Doroth@outlook.co.uk,1996-05-09,32233,Male,White,Nonreligious,Never-married,272.4
S4278571G,Katherine,Maslen,Kather@outlook.co.uk,1988-12-16,34239,Female,White,,Never-married,401.1
T9728384B,Conrad,Conca,CoConrad@outlook.gov,1966-08-09,33125,Male,White,,Married-civ-spouse,V70.0
G5638541W,Darnell,Winnie,WiD@live.com,1982-04-29,34104,Female,White,,Divorced,250.00
T9190624D,Julio,Martinie,MartJu@outlook.gov,1988-07-16,33635,Male,Other,Other,Married-civ-spouse,244.9
T8564615Z,Nina,Marguardt,MN@hotmail.com,1975-11-27,34772,Male,White,Nonreligious,Married-civ-spouse,401.9
F3853134N,Ladarius,Hambrick,HamLadar@gmail.com,1988-10-02,33177,Male,White,Methodist,Married-civ-spouse,250.00
T5128205A,Damion,Sleva,SlDa@live.com,1970-07-21,33405,Male,White,,Married-civ-spouse,272.4
S0469887H,Elyse,Potucek,PotuEly@gmail.co.uk,1988-09-06,32808,Female,White,,Married-civ-spouse,250.00
T5208568C,Camron,Casillas,CasilCamron@outlook.com,1984-10-07,32256,Male,White,Unknown,Married-civ-spouse,V70.0
S0988502A,Jayden,Kramper,Kramper@outlook.co.uk,1975-04-02,32136,Female,Black,Unknown,Divorced,401.9
S6575075I,Romeo,Chieffo,ChieR@hotmail.gov,1992-08-21,33496,Female,Black,Unknown,Never-married,530.81
S9331022E,Louie,Heckard,HeckardLo@live.com,1983-05-07,33952,Female,White,,Divorced,250.00
G1610302X,Darin,Olsen,OlseDar@hotmail.co.uk,1970-10-31,32221,Male,White,Unknown,Married-civ-spouse,250.00
S2371954A,Ryan,Beato,BRya@gmail.com,1985-12-15,33437,Male,White,Nonreligious,Married-civ-spouse,250.00
T9402694F,Janet,Solinger,SJane@outlook.co.uk,1981-01-27,33156,Male,White,Roman Catholic,Divorced,427.31
T0452859Z,Alfredo,Tappeiner,Al@live.gov,1964-06-12,32792,Male,White,Unknown,Married-civ-spouse,401.9
S6304004E,Maegan,Ferringo,Mae@live.co.uk,1986-06-17,34239,Female,White,Lutheran,Never-married,250.00
S8932271E,Kurtis,Reinsmith,ReinsmithKurtis@gmail.co.uk,1982-02-03,33193,Male,Black,,Separated,311
T4408851G,Kai,Spader,SpadeKai@outlook.co.uk,1982-09-14,32404,Female,White,Christian,Divorced,311
F9992675U,Donnie,Vanegdom,VanegdomDonn@gmail.com,1996-12-23,33165,Male,White,Nonreligious,Married-civ-spouse,401.9
T1173255J,Tiffany,Etchinson,ETif@live.co.uk,1999-11-12,33496,Male,White,Nonreligious,Never-married,427.31
S1014123J,Katrina,Marichalar,MaKatrin@hotmail.com,1984-09-25,32566,Female,White,Unknown,Married-civ-spouse,250.00
S6795182D,Mikel,Willmarth,Mikel@hotmail.co.uk,1987-03-16,32907,Male,White,Unknown,Divorced,530.81
G4420810P,Destini,Sundin,Su@gmail.com,1983-03-04,33403,Female,White,Unknown,Never-married,250.00
F1483119M,Randy,Lambes,LambesRand@outlook.gov,1991-04-28,32043,Male,White,,Married-civ-spouse,401.9
T5340595I,Giovanni,Higgins,HiggiGiovanni@hotmail.co.uk,1980-09-11,33309,Male,White,,Never-married,244.9
G6060335U,Stanley,Callaro,CalStanle@gmail.co.uk,1993-10-29,33904,Male,White,Unknown,Never-married,401.9
T0325887D,Natasha,Degreenia,DegNa@live.com,1953-12-06,33901,Male,White,Unknown,Married-civ-spouse,250.00
S0871887C,Amanda,Bub,Aman@outlook.gov,1969-01-01,33952,Male,White,Unknown,Married-civ-spouse,244.9
F8798622P,Jamarcus,Codner,CJamarcus@gmail.com,1999-06-11,32250,Male,White,Methodist,Never-married,530.81
T9147697E,Jacques,Drewer,DrewJacqu@live.gov,1976-04-22,33444,Female,White,Unknown,Married-spouse-absent,427.31
T6840012J,Kyle,Craan,CraanKyl@hotmail.co.uk,1986-08-20,32829,Female,White,Unknown,Married-civ-spouse,401.9
F9846389P,Chase,Blouir,BlouirChas@outlook.co.uk,1989-01-22,33445,Male,Asian,Unknown,Never-married,401.1
F8014173N,Kareem,Fahrenbruck,FahrenbKaree@hotmail.gov,1983-11-02,33409,Male,White,,Married-civ-spouse,250.00
T3096853J,Genevieve,Gallegher,GalleghGenevi@gmail.com,1982-10-09,33905,Male,Black,Other,Never-married,272.4
F4269016M,Jane,Mauch,MJa@gmail.co.uk,1982-04-07,32609,Female,White,Unknown,Never-married,272.4
S0029550G,Mariam,Ertle,ErtMa@hotmail.gov,1993-12-26,32344,Male,White,,Married-civ-spouse,250.00
T1853295F,Remington,Lebroke,LebrReming@outlook.co.uk,1974-12-09,33187,Female,White,Unknown,Married-civ-spouse,V58.69
S3043919H,Rosemary,Blanchfield,Rosemar@live.co.uk,1987-07-31,32778,Male,White,Christian,Never-married,V58.69
